image_path,medicine_name,split
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3419.jpg,00093-0734-01_6C2B3609,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1988.jpg,00093-7442-56_30271848,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61786-175_0_0.jpg,2b51290e3c8eb18ddfc194890a4c366f434a520a01fd184ab63e614f,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-2866_0_0.jpg,93c1dd3eb6c54181386b0ee6cd09f6a55840488f332d9b731826dcd7,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2902.jpg,00093-7325-01_852D42DA,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2815.jpg,00093-4405-01_072D838C,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\357.jpg,00555-1883-02_92324902,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-164_0_0.jpg,9d783b917cd164f65bf2d71cfc76e75f2c98639a12b5871494b3981c,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\49884-564_0_0.jpg,7299304932370acfc69d7dfdb380898b775884054570ff8579181414,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0032-1224_0_0.jpg,3cc45cc8f27cee4ae55546401d21c89256a7836c97bbd9f1de7c9dfe,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1117.jpg,99207-0461-30_EF1C7793,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50090-0735_0_1.jpg,25511bf3834c6cbf4e055cdd83c36271d97f22274e08bbf5e393edd6,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2296.jpg,00093-2204-01_8426C266,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-6129_0_1.jpg,de2b208ec840502ffa250403fe20177756dd4014a58cc1a4c84c0a8a,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-2562_0_0.jpg,8d903f34fe298301cbfdb7b09fe0391ae2c251e2d4da16c8475ca9a6,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0527-1050_0_0.jpg,7d1a3d262ff9b4069632a0b51a56e5294c0ff56037d79365a3d2f817,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3804.jpg,00173-0758-60_E019704B,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1623.jpg,00093-0784-06_3D2B1E98,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3118.jpg,50458-0925-50_741B3A59,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-0932_0_0.jpg,b375c355a290519864d39a9396baf22d1426a14cb16975a9f5a20482,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4639.jpg,00093-5142-56_C62D631B,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\60760-371_0_0.jpg,f48889e2106824cfe16422b9d9bd2c1970aa76f6d53220085644dfa4,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-988_0_1.jpg,c2f87930d13aed140996b1f92d91a8aebb2c5c21de82d5e600439337,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00228-2551-06_PART_1_OF_1_CHAL10_SB_6A233509.jpg,00228-2551-06_6A233509,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2837.jpg,55111-0343-30_4826A465,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-7686_0_0.jpg,3dac94103c5e024306c8be02ca09fac696b21276eaedfd4f0a426933,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\16252-570_0_1.jpg,9997f89599de5f33f7aec28f3ee8c8061685cfb3a0ef1597af94e0c4,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2091.jpg,00093-7256-01_EA267553,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-175_0_0.jpg,bd5617825445487a020b8f477ef67968e6d6c0caf3b18b93518f670a,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\292.jpg,00093-7286-89_D62FEB6F,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68151-4717_0_1.jpg,10b12a79dc7658d4bb85e8c5d955b715d707d43d47e6c0f40e286991,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4024.jpg,53489-0146-01_8021C06E,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1060.jpg,00093-7292-53_781B3C09,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-788_0_0.jpg,de1d5001ee0225f68abe26f49ef3b73a7009ac8d64134e3ec4034b43,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4312.jpg,16714-0663-01_3F159FCC,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-5851-01_PART_1_OF_1_CHAL10_SB_812BC09E.jpg,00093-5851-01_812BC09E,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63459-544_0_0.jpg,6170b7e54d8bc1ab829bea7902255a04ee41b969f5c4d7f21177209c,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\461.jpg,00093-0537-01_942B4A7A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50090-2060_0_1.jpg,813694fd12864eb5973e7ec3036e961409bc1b4517f885dd919db8c9,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3318.jpg,00378-0503-01_C923E4BF,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2639.jpg,65862-0156-30_1E238F6C,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\49999-904_0_0.jpg,7c69e28edca9ce7c1ddfc328ca251167709020f1e2b27ca97d23ec3c,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-5732_0_0.jpg,288f78d56ab2fe8ee9141918481220441239475681b2c25e72c0fd97,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-3467_0_0.jpg,35de635a003eea021a95848c1bc1297452edd201a789924f72815343,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1556.jpg,00093-0221-06_9F294FDA,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\932.jpg,65580-0303-03_0A128554,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\65862-0044-01_PART_1_OF_1_CHAL10_SF_8C23C65E.jpg,65862-0044-01_8C23C65E,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-158_0_0.jpg,83beecf61a794b91e75f8010629e0b730f98f29dbad9a70868164393,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\31722-269_0_1.jpg,88f9ea398de4dbb592f819c7fd9ce6e66180257eefb4169862f64285,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-3002-56_PART_1_OF_1_CHAL10_SB_0D2986FC.jpg,00093-3002-56_0D2986FC,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\16590-216_0_1.jpg,b112dad56b737ff374f4854aeee00ef18cb9593cdb254360dbc63cb4,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-4287_0_0.jpg,7cf018b882fe29d2b707b0fba819516d078b567c23d4ef543af0d680,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\60687-189_0_0.jpg,499a8f1d83a4e9d9cc739c964f312f61955480863103f1bc8ea13a30,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\52959-167_0_0.jpg,bf75da166ff5073f3871699f8ab41aad7bc2eebdafd4a8be6910a441,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2392.jpg,00093-7325-01_852D42DA,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-7244-06_PART_1_OF_1_CHAL10_SF_CD2FE6EF.jpg,00093-7244-06_CD2FE6EF,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50844-611_0_1.jpg,1d5758dc1f17beba9a4571386a0696698aa422187c3178a4563436f7,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-4055_0_1.jpg,87e7ccff7034235cb7a817d85a45d19ff25580b009d2fb132f6db751,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1389.jpg,00093-7670-01_8327C19E,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\43547-367_0_1.jpg,d5ad98bcd9d2a7375e6ddb92679defeb656235ca30ac57bb2b9446f1,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2301.jpg,00093-7336-06_FA26FD17,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\43547-338_0_0.jpg,9e144086f2e0a6b848778d4209687ceaf4a2c487848740f1df73e49b,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0574-0240_0_1.jpg,a505daf48a8c110fec4af257393219ae9b4230aed2b0ded7949eb133,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2770.jpg,00093-5768-56_7A1C3D41,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\10544-538_0_1.jpg,1b6ed9fce304430317450155517ff13fe8a6f93f65068ec42a445248,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4474.jpg,00093-1003-01_B326D9D6,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-0994_0_0.jpg,696d6f90f4abbe1240485a58e8c3de3febf20bd84fa0fc9579e852f3,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00555-1021-01_PART_1_OF_1_CHAL10_SB_D52B6AEB.jpg,00555-1021-01_D52B6AEB,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-9774-01_PART_1_OF_1_CHAL10_SB_F922FC97.jpg,00093-9774-01_F922FC97,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2977.jpg,00093-2158-01_5A2B2D69,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68084-934_0_0.jpg,05c5e8cbe81de38e81f3847c582107f844a5534ab81e31d98c5b74da,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\67046-030_0_0.jpg,8eb2dfe19bde2e5368ad72a02d8a684b98be121a57b2c10d14e42d44,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00172-2908-60_PART_1_OF_1_CHAL10_SB_BC26DE56.jpg,00172-2908-60_BC26DE56,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0002-4462_0_1.jpg,9bdea1741c57b8803881ed256439cda3184fd13feec0ef9520e8a94c,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2139.jpg,27437-0201-08_B51D5AAA,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0430-0171_0_0.jpg,da741e6a1321c7431cb23f6a7717cd75e3139e6ab7f64db7212a2d28,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-3125-01_PART_1_OF_1_CHAL10_SF_DD26EEA7.jpg,00093-3125-01_DD26EEA7,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\437.jpg,00093-7153-56_E527F2EF,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-7916_0_1.jpg,159db63b01b62080918c097739cbf727281290eb2f36de9f8d6d471b,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2185.jpg,00093-7366-56_B12FD8DE,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2284.jpg,00093-3160-06_FB297DFB,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1004.jpg,50111-0459-01_1C300E70,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4392.jpg,00078-0521-15_E51D72AB,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0006-9117_0_0.jpg,dcc5538f40eceb93ab552e714d8a2f8209320e304420960d838bf3bf,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55154-5016_0_1.jpg,f020aa1890491a3eb49451804663a69e60883b71dfb335d74676a888,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2256.jpg,50458-0579-30_8F1DC7FE,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2069.jpg,00093-4235-01_222D910C,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-4910_0_1.jpg,1eea4c00d296c7311289ca54280bf3cb62ab0c094cc25632b5063fbb,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0054-4496_0_1.jpg,4dae3af6bda96142ac806b70f84c4187d6269e1453d2edd84de85199,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4824.jpg,00555-9009-42_E52F72DB,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63629-5032_0_0.jpg,692692f94c38f77452339d4ba82e906f081e6ea13965a977da2bb66b,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\10370-511_0_1.jpg,3fa5bda414449b6a9a646d64c294e60a034f6dc1fd8c5c79677ac442,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\69189-0428_0_0.jpg,b027f40e6a6c2c60fbf46afa4fd9e94738c865426eb8cbe6645632bf,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-4388_0_0.jpg,f8b5605d346e8f8a08a866b702f3f38b15b07bba281212edf755f044,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\43063-446_0_1.jpg,3bcac80716e901846ecdb8da9618f8524a892f18894f862989bcf7d6,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\49884-827_0_0.jpg,abb10b3e89e090529e9ed5edb359a99bf1bd792e8eece928424ccc1a,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3766.jpg,00002-4463-30_B5155ACA,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3217.jpg,00074-5182-19_AF1D57AA,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\50111-0852-01_PART_1_OF_1_CHAL10_SF_0D2306B8.jpg,50111-0852-01_0D2306B8,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2520.jpg,00002-3239-30_3F1E1F80,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61786-437_0_1.jpg,ed192e9b8a69ca4f22ab9d5b47b453268c5cc819bba940bdd047d463,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55700-348_0_1.jpg,6efa68b66d421620018549681ee542a3ee999ac7a793608eef2e1fd8,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\747.jpg,50111-0852-01_0D2306B8,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2520.jpg,00002-3239-30_3F1E1F80,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\60793-115_0_0.jpg,03ae4b2f630306de57e1c815858de09290f2d4ed12e16a8a4e4e368a,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\43063-457_0_0.jpg,8df273e751e22eeca8e268e4a8ac08e45fdd3eb471ce89d2ae56ae24,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2022.jpg,51285-0079-97_EE2F775B,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0781-2325_0_0.jpg,2dc844b0be40abeb403fca68f1bf03a04339f4fe795cf7c2384e2c24,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-5649_0_0.jpg,a9306c22df8d13f7ce3e5d13a1a7b0ba5a5c02670a2fc9832b0ae72c,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\60429-292_0_1.jpg,c6874176951cc5fe081e850a828273c3e79cf2ec01a85c9d930e1b8c,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1024.jpg,59762-5024-01_4D26A6A5,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-5509_0_1.jpg,e3b98552867a1eaf5fe896551a1a6f9cddcfee654586c7f6dad749df,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-5320_0_0.jpg,dc80ab928e5af177d683669acb7b084e7a6ec650d15965e484befbb4,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-5506-56_PART_1_OF_1_CHAL10_SF_1E270F18.jpg,00093-5506-56_1E270F18,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\268.jpg,00093-7201-98_D327E9EF,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53451-0101_0_1.jpg,9f1c1d1e3520729e4cceffecf28589133f4ebdac28cc4737073d6449,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\54868-5021_0_0.jpg,4eed13fdb4159a53e4f8eebe8a320b65d279f6a845a99be1f0a9b70e,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0555-0971_0_0.jpg,4a9936892278d4393561dddb8b7f5bdf7fd090d66cb69088a8e6678d,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3760.jpg,00555-0607-02_3F2F1F98,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\42291-678_0_1.jpg,2202d141d04d2d485c2415ff15d318daede5f0828e7a14cd2b2f1c08,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0527-1345_0_0.jpg,afecfadf07bddade7bf68fa89ca8acc470c22c23fff6aa5d6a983d9f,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\66336-094_0_0.jpg,ad54c96167951acd9ad89425bccbfedb036b61e137c4d4b05712f789,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68151-1170_0_1.jpg,864d6a28c33e086a300f21830e196c0ae29d7c2fc74a6e3aebde35b4,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\16110-259_0_1.jpg,cfbbb92045d89319b474beff98b2ea34312dd6149882131f31e72ea7,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\160.jpg,00555-0869-02_B32F59EA,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\66116-516_0_0.jpg,664ec1a34247edddeeaf7fa26cede30258ae15848115fc43a6f7f8f4,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3516.jpg,00555-9034-58_6D2FB6BD,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50268-567_0_1.jpg,c1a5bf3845e42366e60a00ec936ea50141cadceeeba5888467f30906,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21130-450_0_0.jpg,da93c3ca747c49fa3bc62e06f5748d9ccca068c486c7f95590cd4e39,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-537_0_0.jpg,7122524bdd74f2fc94e380aaa86d52886bfda7222ffe629b03097017,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\21695-179_0_0.jpg,a7ebda4d1835e3ac797cb4f889c45b397480e8b22954cb1b7a032821,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1680.jpg,00832-0038-00_BB22DDA6,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2708.jpg,00093-7220-06_692934D9,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4929.jpg,00555-9014-67_9B2FCDCE,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3102.jpg,63459-0412-30_8B2D45DA,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0054-0545_0_0.jpg,71032e2bd16433ef6b2d86e4cc0286fed1af4de2f76212ed024e81ba,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3301.jpg,00093-7181-01_2D2B96CC,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55111-340_0_0.jpg,720a2b01245efb29a54808d8f82ec0a027547a77543d044c5eac7e55,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\23155-0062-01_PART_1_OF_1_CHAL10_SF_D91D6CAB.jpg,23155-0062-01_D91D6CAB,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\50090-0848_0_1.jpg,ce25ce7b3a9df796bbf680cfb0fc3acf650b23b90b795acaf690a37c,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55111-144_0_1.jpg,539c11a30ab182d9ef7cafaa36174cd60756c63806082c5c2c706cc7,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\67544-911_0_1.jpg,249a4d15639846fbf9977590bf2d5162bb014f29427bb02dc3adda02,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3441.jpg,00093-1172-01_CC2DE65F,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\381.jpg,00006-0277-54_16160B30,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-2513_0_1.jpg,73fcd3df9a7ca492ab82583e7e3afae5c6e6f75ed8bc64ac7bc41745,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00603-5438-21_PART_1_OF_1_CHAL10_SF_B0265872.jpg,00603-5438-21_B0265872,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2548.jpg,00093-7113-06_E029F05F,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00378-0310-01_PART_1_OF_1_CHAL10_SF_4121A08D.jpg,00378-0310-01_4121A08D,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1383.jpg,00093-7146-56_282B945C,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1109.jpg,00781-2054-01_A30ED1E6,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2531.jpg,00781-2201-01_D01DE80F,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63304-240_0_0.jpg,1bd080e0a83819578cbe04b14f155d725e47555a514bf272ee78f920,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0670-06_PART_1_OF_1_CHAL10_SF_822B417A.jpg,00093-0670-06_822B417A,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68788-8915_0_0.jpg,c206d99cee3dae093f51117be1e71500d815683366c269d9309afb7d,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63739-269_0_0.jpg,1a1dbf0912d0690cf93d0ee79ea34ddfbe94fdc11b2c7120f3d4af98,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3081.jpg,00555-9008-67_252F928C,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68788-9227_0_1.jpg,b73c420deb20ddb0d4cd3605228f7cb461035121e6e3aa1acfc684e9,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\61786-860_0_1.jpg,914e6eb662f802aa3e39a547eee7292fc1c2f49669aaa51e3cafde47,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\330.jpg,00093-7206-56_9F2FCFDE,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0074-3061_0_0.jpg,41209a7b80b826c91a636f7cbc3841b6c0df49076bf0a57debb704af,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2963.jpg,00093-7305-65_7C2F3E59,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\49884-545_0_0.jpg,0d598ac3e50660f7c1a496e9cf918ce018780e7f9b7fa8c352923d80,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1770.jpg,00093-7436-01_8D3046B2,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4508.jpg,00555-1021-01_D52B6AEB,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\49702-203_0_1.jpg,5e58ae3214c2cebcc9c27f8aa52a026d446119ce2e9a8c2588add7e3,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\63187-018_0_0.jpg,6d54b98e723070d6f380cff0d50769835dd01f56dec46871c24d6d12,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0199-01_PART_1_OF_1_CHAL10_SB_CD266683.jpg,00093-0199-01_CD266683,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\780.jpg,00093-3125-01_DD26EEA7,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\70786-0190_0_0.jpg,e425c87440d59c9d878a4fa91dd628a0e8e21ec6254f3b0acaa2fca6,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-4059-53_PART_1_OF_1_CHAL10_SF_FD2D7EDB.jpg,00093-4059-53_FD2D7EDB,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3656.jpg,00093-5246-65_9326C9E6,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\59762-2002-01_PART_1_OF_1_CHAL10_SB_E81DF46F.jpg,59762-2002-01_E81DF46F,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\1710.jpg,00074-9189-90_DF1DEFBF,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2084.jpg,00093-7240-06_7F293FE9,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3102.jpg,63459-0412-30_8B2D45DA,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3042.jpg,00093-4336-01_CA2DE50F,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\43353-659_0_0.jpg,835a21d862d9a3f3245c7dd78b5245dfa333f172fab106a2dd283847,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\2236.jpg,65862-0052-30_E522F2D7,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0173-0527_0_0.jpg,36f4446b44ad5c4751e72fe25c6bf3315812fd99ff9c02265817477e,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\161.jpg,00093-4234-01_292D1488,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00172-5361-60_PART_1_OF_1_CHAL10_SF_CA23650B.jpg,00172-5361-60_CA23650B,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00555-0861-02_PART_1_OF_1_CHAL10_SB_482F2419.jpg,00555-0861-02_482F2419,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4977.jpg,00555-0861-02_482F2419,val
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0093-5268_0_1.jpg,3ffaa0ca8281b2d3a66cbe9429e74ac0ed8d38295610fd4abf5b95d4,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\112.jpg,50111-0434-01_F22FF97F,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0734-01_PART_1_OF_1_CHAL10_SF_6C2B3609.jpg,00093-0734-01_6C2B3609,val
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4692.jpg,00093-5118-98_452D2299,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dr_224\00093-0311-01_PART_1_OF_1_CHAL10_SF_26211358.jpg,00093-0311-01_26211358,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\4344.jpg,00093-7115-98_36269B64,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\68151-1472_0_0.jpg,1d39b263ee10c7161497af605e6bb5eb4b267ee1d153dee6de93afb0,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\67046-644_0_1.jpg,35c2ec6e65b402cee90517491f33fc3202dfe75c42426c0167b0e6f5,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\53808-1046_0_0.jpg,af2d6faa66f3fbfa39b132d5b5228e1d24a1e1021e44979171c2512c,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\3451.jpg,00093-3171-01_10268814,train
data\public\ePillID_data\classification_data\fcn_mix_weight\dc_224\364.jpg,00093-5851-01_812BC09E,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\51224-206_0_1.jpg,a07ba0f46d4168c903b386818c3c23ebde83fd76b6d328cfadf0fd4c,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\55154-3650_0_0.jpg,8f6dc26995f9b416b550b6fe4ce494a1674039c56c4ec8fcd6c873ad,train
data\public\ePillID_data\classification_data\segmented_nih_pills_224\0615-7714_0_1.jpg,3b9b901e43b29475e39e6574ad0574b5f08c401797e00ebed04d8359,train
