image_path,count,split
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4213.jpg,6,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4214.jpg,18,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4215.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4216.jpg,16,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4218.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4219.jpg,33,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4220.jpg,6,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4221.jpg,12,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4222.jpg,12,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4223.jpg,13,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4224.jpg,5,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4226.jpg,5,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4227.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4228.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4229.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4230.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4231.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4232.jpg,6,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4234.jpg,6,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4235.jpg,11,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4236.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4237.jpg,6,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4238.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4239.jpg,8,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4240.jpg,8,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4242.jpg,8,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4243.jpg,14,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4245.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4246.jpg,9,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4247.jpg,6,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4248.jpg,6,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4249.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4251.jpg,9,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4252.jpg,9,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4253.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4254.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4255.jpg,14,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4256.jpg,8,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4257.jpg,8,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4259.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4260.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4261.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4262.jpg,5,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4263.jpg,5,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4264.jpg,8,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4270.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4272.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4273.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4274.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4275.jpg,5,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4276.jpg,5,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4277.jpg,5,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4278.jpg,5,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4280.jpg,7,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4281.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4282.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4283.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4284.jpg,4,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4285.jpg,4,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4286.jpg,15,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4288.jpg,27,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4289.jpg,4,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4290.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4291.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4292.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4293.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4295.jpg,1,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4297.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4298.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4299.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4300.jpg,1,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4301.jpg,5,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4302.jpg,5,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4303.jpg,4,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4305.jpg,22,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4306.jpg,13,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4307.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4308.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4309.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4318.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4320.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4322.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4323.jpg,9,train
data\public\pills-detection-dataset\images\train\pills-2602_IMG_4324.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000001.jpg,42,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000002.jpg,52,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000003.jpg,49,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000004.jpg,46,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000006.jpg,93,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000007.jpg,72,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000008.jpg,49,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000009.jpg,40,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000010.jpg,42,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000011.jpg,33,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000012.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000014.jpg,20,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000015.jpg,36,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000016.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000017.jpg,30,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000018.jpg,9,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000019.jpg,9,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000020.jpg,26,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000022.jpg,38,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000023.jpg,54,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000024.jpg,86,train
data\public\pills-detection-dataset\images\train\pills-2602_t2_000025.jpg,21,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000001.jpg,42,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000002.jpg,52,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000003.jpg,49,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000005.jpg,31,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000006.jpg,93,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000007.jpg,72,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000008.jpg,49,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000009.jpg,40,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000010.jpg,42,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000011.jpg,33,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000013.jpg,52,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000014.jpg,20,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000015.jpg,36,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000016.jpg,10,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000017.jpg,30,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000018.jpg,9,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000019.jpg,9,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000021.jpg,32,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000022.jpg,38,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000023.jpg,54,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000024.jpg,86,train
data\public\pills-detection-dataset\images\train\pills-2602_t2r_000025.jpg,21,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000001.jpg,43,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000002.jpg,29,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000004.jpg,59,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000005.jpg,66,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000006.jpg,51,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000007.jpg,13,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000008.jpg,29,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000009.jpg,43,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000010.jpg,20,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000012.jpg,35,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000013.jpg,36,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000014.jpg,55,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000015.jpg,24,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000016.jpg,43,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000017.jpg,36,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000018.jpg,42,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000020.jpg,69,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000021.jpg,76,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000022.jpg,26,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000023.jpg,24,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000024.jpg,23,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000025.jpg,45,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000026.jpg,80,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000028.jpg,14,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000029.jpg,110,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000030.jpg,71,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000031.jpg,61,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000032.jpg,91,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000033.jpg,62,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000034.jpg,45,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000036.jpg,34,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000037.jpg,27,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000038.jpg,88,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000039.jpg,17,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000040.jpg,77,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000041.jpg,31,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000042.jpg,38,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000044.jpg,34,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000045.jpg,86,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000046.jpg,51,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000047.jpg,23,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000048.jpg,48,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000049.jpg,57,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000050.jpg,39,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000052.jpg,42,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000053.jpg,78,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000054.jpg,57,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000055.jpg,39,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000056.jpg,54,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000057.jpg,109,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000058.jpg,27,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000060.jpg,74,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000061.jpg,50,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000062.jpg,54,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000063.jpg,45,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000064.jpg,72,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000065.jpg,82,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000066.jpg,19,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000068.jpg,97,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000069.jpg,24,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000070.jpg,73,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000071.jpg,71,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000072.jpg,36,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000073.jpg,28,train
data\public\pills-detection-dataset\images\train\pills-2602_t4_000074.jpg,20,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000001.jpg,20,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000002.jpg,57,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000003.jpg,60,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000004.jpg,14,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000005.jpg,37,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000006.jpg,101,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000007.jpg,26,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000009.jpg,18,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000010.jpg,72,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000011.jpg,38,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000012.jpg,91,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000013.jpg,31,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000014.jpg,58,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000015.jpg,27,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000017.jpg,29,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000018.jpg,49,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000019.jpg,61,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000020.jpg,36,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000021.jpg,34,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000022.jpg,43,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000023.jpg,105,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000025.jpg,33,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000026.jpg,40,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000027.jpg,32,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000028.jpg,42,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000029.jpg,97,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000030.jpg,49,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000031.jpg,23,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000033.jpg,47,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000034.jpg,109,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000035.jpg,31,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000036.jpg,45,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000037.jpg,71,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000038.jpg,103,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000039.jpg,48,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000041.jpg,67,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000042.jpg,55,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000043.jpg,28,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000044.jpg,41,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000045.jpg,46,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000046.jpg,51,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000047.jpg,54,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000049.jpg,29,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000050.jpg,26,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000051.jpg,76,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000052.jpg,37,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000053.jpg,48,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000054.jpg,25,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000055.jpg,56,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000057.jpg,69,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000058.jpg,35,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000059.jpg,67,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000060.jpg,48,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000061.jpg,45,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000062.jpg,88,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000063.jpg,60,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000065.jpg,101,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000066.jpg,22,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000067.jpg,37,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000068.jpg,63,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000069.jpg,44,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000070.jpg,47,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000071.jpg,54,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000073.jpg,76,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000074.jpg,48,train
data\public\pills-detection-dataset\images\train\pills-2602_t4r_000075.jpg,23,train
data\public\pills-detection-dataset\images\train\pills-2602_t6_000001.jpg,102,train
data\public\pills-detection-dataset\images\train\pills-2602_t6_000002.jpg,108,train
data\public\pills-detection-dataset\images\train\pills-2602_t6_000003.jpg,106,train
data\public\pills-detection-dataset\images\train\pills-2602_t6_000004.jpg,161,train
data\public\pills-detection-dataset\images\train\pills-2602_t6r_000001.jpg,102,train
data\public\pills-detection-dataset\images\train\pills-2602_t6r_000002.jpg,108,train
data\public\pills-detection-dataset\images\train\pills-2602_t6r_000003.jpg,106,train
data\public\pills-detection-dataset\images\train\pills-2602_t6r_000004.jpg,161,train
data\public\pills-detection-dataset\images\train\pills-2602_t6r_000005.jpg,187,train
data\public\pills-detection-dataset\images\train\pills-2602_t9_000001.jpg,45,train
data\public\pills-detection-dataset\images\train\pills-2602_t9r_000001.jpg,45,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0001.jpg,81,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0002.jpg,30,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0003.jpg,11,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0004.jpg,39,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0005.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0006.jpg,6,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0007.jpg,59,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0012.jpg,36,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0013.jpg,52,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0014.jpg,8,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0015.jpg,12,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0016.jpg,15,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0017.jpg,25,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0018.jpg,96,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0020.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0021.jpg,11,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0022.jpg,22,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0023.jpg,9,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0024.jpg,23,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0025.jpg,15,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0027.jpg,17,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0029.jpg,6,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0030.jpg,12,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0031.jpg,46,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0032.jpg,25,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0034.jpg,29,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0035.jpg,16,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0036.jpg,22,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0039.jpg,21,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0040.jpg,22,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0041.jpg,9,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0042.jpg,24,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0043.jpg,37,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0044.jpg,36,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0045.jpg,106,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0047.jpg,6,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0050.jpg,14,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0051.jpg,17,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0053.jpg,3,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0054.jpg,15,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0055.jpg,14,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0056.jpg,41,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0058.jpg,19,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0059.jpg,19,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0060.jpg,73,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0061.jpg,60,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0062.jpg,31,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0064.jpg,14,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0065.jpg,30,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0070.jpg,41,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0071.jpg,21,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0072.jpg,20,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0073.jpg,73,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0074.jpg,9,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0076.jpg,6,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0077.jpg,8,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0079.jpg,25,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0080.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0081.jpg,12,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0082.jpg,44,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0083.jpg,118,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0084.jpg,9,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0085.jpg,12,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0088.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0090.jpg,11,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0091.jpg,67,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0092.jpg,21,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0093.jpg,18,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0094.jpg,38,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0095.jpg,175,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0097.jpg,11,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0098.jpg,35,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0099.jpg,13,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0100.jpg,65,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0101.jpg,44,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0102.jpg,7,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0103.jpg,7,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0106.jpg,14,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0107.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0110.jpg,2,train
data\public\pills-detection-dataset\images\train\pills-search_ya4_0111.jpg,11,train
data\public\pills-detection-dataset\images\train\Ultralytics-medical-pills_Frame_0.jpg,16,train
data\public\pills-detection-dataset\images\train\Ultralytics-medical-pills_Frame_100.jpg,18,train
data\public\pills-detection-dataset\images\train\Ultralytics-medical-pills_Frame_104.jpg,18,train
data\public\pills-detection-dataset\images\train\Ultralytics-medical-pills_Frame_112.jpg,18,train
data\public\pills-detection-dataset\images\train\Ultralytics-medical-pills_Frame_116.jpg,18,train
data\public\pills-detection-dataset\images\train\Ultralytics-medical-pills_Frame_12.jpg,15,train
data\public\pills-detection-dataset\images\train\Ultralytics-medical-pills_Frame_120.jpg,19,train
data\public\pills-detection-dataset\images\train\Ultralytics-medical-pills_Frame_124.jpg,18,train
data\public\pills-detection-dataset\images\train\Ultralytics-medical-pills_Frame_128.jpg,18,train
data\public\pills-detection-dataset\images\train\Ultralytics-medical-pills_Frame_132.jpg,18,train
