0 verbose cli C:\Program Files\nodejs\node.exe C:\Program Files\nodejs\node_modules\npm\bin\npm-cli.js
1 info using npm@10.8.2
2 info using node@v20.19.5
883 silly tarball no local data for @types/istanbul-lib-coverage@https://registry.npmjs.org/@types/istanbul-lib-coverage/-/istanbul-lib-coverage-2.0.6.tgz. Extracting by manifest.
884 silly tarball no local data for @types/graceful-fs@https://registry.npmjs.org/@types/graceful-fs/-/graceful-fs-4.1.9.tgz. Extracting by manifest.
885 silly tarball no local data for @types/estree@https://registry.npmjs.org/@types/estree/-/estree-1.0.8.tgz. Extracting by manifest.
886 silly tarball no local data for @types/babel__traverse@https://registry.npmjs.org/@types/babel__traverse/-/babel__traverse-7.28.0.tgz. Extracting by manifest.
887 silly tarball no local data for @types/babel__template@https://registry.npmjs.org/@types/babel__template/-/babel__template-7.4.4.tgz. Extracting by manifest.
888 silly tarball no local data for @types/babel__generator@https://registry.npmjs.org/@types/babel__generator/-/babel__generator-7.27.0.tgz. Extracting by manifest.
889 silly tarball no local data for @tsconfig/node18@https://registry.npmjs.org/@tsconfig/node18/-/node18-18.2.6.tgz. Extracting by manifest.
890 silly tarball no local data for @tootallnate/once@https://registry.npmjs.org/@tootallnate/once/-/once-2.0.0.tgz. Extracting by manifest.
891 silly tarball no local data for @types/babel__core@https://registry.npmjs.org/@types/babel__core/-/babel__core-7.20.5.tgz. Extracting by manifest.
892 silly tarball no local data for @sinonjs/fake-timers@https://registry.npmjs.org/@sinonjs/fake-timers/-/fake-timers-10.3.0.tgz. Extracting by manifest.
893 silly tarball no local data for @sinclair/typebox@https://registry.npmjs.org/@sinclair/typebox/-/typebox-0.27.10.tgz. Extracting by manifest.
894 silly tarball no local data for @sinonjs/commons@https://registry.npmjs.org/@sinonjs/commons/-/commons-3.0.1.tgz. Extracting by manifest.
895 silly tarball no local data for @segment/loosely-validate-event@https://registry.npmjs.org/@segment/loosely-validate-event/-/loosely-validate-event-2.0.0.tgz. Extracting by manifest.
896 silly tarball no local data for @sideway/pinpoint@https://registry.npmjs.org/@sideway/pinpoint/-/pinpoint-2.0.0.tgz. Extracting by manifest.
897 silly tarball no local data for @sideway/formula@https://registry.npmjs.org/@sideway/formula/-/formula-3.0.1.tgz. Extracting by manifest.
898 silly tarball no local data for @sideway/address@https://registry.npmjs.org/@sideway/address/-/address-4.1.5.tgz. Extracting by manifest.
899 silly tarball no local data for @rtsao/scc@https://registry.npmjs.org/@rtsao/scc/-/scc-1.1.0.tgz. Extracting by manifest.
900 silly tarball no local data for @react-navigation/routers@https://registry.npmjs.org/@react-navigation/routers/-/routers-6.1.9.tgz. Extracting by manifest.
901 silly tarball no local data for @react-navigation/stack@https://registry.npmjs.org/@react-navigation/stack/-/stack-6.4.1.tgz. Extracting by manifest.
902 silly tarball no local data for @react-navigation/elements@https://registry.npmjs.org/@react-navigation/elements/-/elements-1.3.31.tgz. Extracting by manifest.
903 silly tarball no local data for @react-navigation/native@https://registry.npmjs.org/@react-navigation/native/-/native-6.1.18.tgz. Extracting by manifest.
904 silly tarball no local data for @react-navigation/core@https://registry.npmjs.org/@react-navigation/core/-/core-6.4.17.tgz. Extracting by manifest.
905 silly tarball no local data for @react-native/virtualized-lists@https://registry.npmjs.org/@react-native/virtualized-lists/-/virtualized-lists-0.73.4.tgz. Extracting by manifest.
906 silly tarball no local data for @react-native/normalize-colors@https://registry.npmjs.org/@react-native/normalize-colors/-/normalize-colors-0.73.2.tgz. Extracting by manifest.
907 silly tarball no local data for @react-native/normalize-color@https://registry.npmjs.org/@react-native/normalize-color/-/normalize-color-2.1.0.tgz. Extracting by manifest.
908 silly tarball no local data for @react-native/metro-babel-transformer@https://registry.npmjs.org/@react-native/metro-babel-transformer/-/metro-babel-transformer-0.73.15.tgz. Extracting by manifest.
909 silly tarball no local data for @react-native/js-polyfills@https://registry.npmjs.org/@react-native/js-polyfills/-/js-polyfills-0.73.1.tgz. Extracting by manifest.
910 silly tarball no local data for @react-native/gradle-plugin@https://registry.npmjs.org/@react-native/gradle-plugin/-/gradle-plugin-0.73.4.tgz. Extracting by manifest.
911 silly tarball no local data for @react-native/debugger-frontend@https://registry.npmjs.org/@react-native/debugger-frontend/-/debugger-frontend-0.73.3.tgz. Extracting by manifest.
912 silly tarball no local data for @react-native/dev-middleware@https://registry.npmjs.org/@react-native/dev-middleware/-/dev-middleware-0.73.8.tgz. Extracting by manifest.
913 silly tarball no local data for @react-native/codegen@https://registry.npmjs.org/@react-native/codegen/-/codegen-0.85.0.tgz. Extracting by manifest.
914 silly tarball no local data for @react-native/community-cli-plugin@https://registry.npmjs.org/@react-native/community-cli-plugin/-/community-cli-plugin-0.73.17.tgz. Extracting by manifest.
915 silly tarball no local data for @react-native/babel-plugin-codegen@https://registry.npmjs.org/@react-native/babel-plugin-codegen/-/babel-plugin-codegen-0.85.0.tgz. Extracting by manifest.
916 silly tarball no local data for @react-native/assets-registry@https://registry.npmjs.org/@react-native/assets-registry/-/assets-registry-0.73.1.tgz. Extracting by manifest.
917 silly tarball no local data for @react-native/babel-preset@https://registry.npmjs.org/@react-native/babel-preset/-/babel-preset-0.85.0.tgz. Extracting by manifest.
918 silly tarball no local data for @react-native-community/cli-types@https://registry.npmjs.org/@react-native-community/cli-types/-/cli-types-12.3.6.tgz. Extracting by manifest.
919 silly tarball no local data for @react-native-community/cli-tools@https://registry.npmjs.org/@react-native-community/cli-tools/-/cli-tools-12.3.6.tgz. Extracting by manifest.
920 silly tarball no local data for @react-native-community/cli-plugin-metro@https://registry.npmjs.org/@react-native-community/cli-plugin-metro/-/cli-plugin-metro-12.3.6.tgz. Extracting by manifest.
921 silly tarball no local data for @react-native-community/cli-platform-ios@https://registry.npmjs.org/@react-native-community/cli-platform-ios/-/cli-platform-ios-12.3.6.tgz. Extracting by manifest.
922 silly tarball no local data for @react-native-community/cli-server-api@https://registry.npmjs.org/@react-native-community/cli-server-api/-/cli-server-api-12.3.6.tgz. Extracting by manifest.
923 silly tarball no local data for @react-native-community/cli-platform-android@https://registry.npmjs.org/@react-native-community/cli-platform-android/-/cli-platform-android-12.3.6.tgz. Extracting by manifest.
924 silly tarball no local data for @react-native-community/cli-hermes@https://registry.npmjs.org/@react-native-community/cli-hermes/-/cli-hermes-12.3.6.tgz. Extracting by manifest.
925 silly tarball no local data for @react-native-community/cli-debugger-ui@https://registry.npmjs.org/@react-native-community/cli-debugger-ui/-/cli-debugger-ui-12.3.6.tgz. Extracting by manifest.
926 silly tarball no local data for @react-native-community/cli-doctor@https://registry.npmjs.org/@react-native-community/cli-doctor/-/cli-doctor-12.3.6.tgz. Extracting by manifest.
927 silly tarball no local data for @react-native-async-storage/async-storage@https://registry.npmjs.org/@react-native-async-storage/async-storage/-/async-storage-1.21.0.tgz. Extracting by manifest.
928 silly tarball no local data for @react-native-community/cli@https://registry.npmjs.org/@react-native-community/cli/-/cli-12.3.6.tgz. Extracting by manifest.
929 silly tarball no local data for @pkgr/core@https://registry.npmjs.org/@pkgr/core/-/core-0.2.9.tgz. Extracting by manifest.
930 silly tarball no local data for @react-native-community/cli-config@https://registry.npmjs.org/@react-native-community/cli-config/-/cli-config-12.3.6.tgz. Extracting by manifest.
931 silly tarball no local data for @npmcli/move-file@https://registry.npmjs.org/@npmcli/move-file/-/move-file-1.1.2.tgz. Extracting by manifest.
932 silly tarball no local data for @npmcli/fs@https://registry.npmjs.org/@npmcli/fs/-/fs-1.1.1.tgz. Extracting by manifest.
933 silly tarball no local data for @nodelib/fs.stat@https://registry.npmjs.org/@nodelib/fs.stat/-/fs.stat-2.0.5.tgz. Extracting by manifest.
934 silly tarball no local data for @react-native-community/cli-clean@https://registry.npmjs.org/@react-native-community/cli-clean/-/cli-clean-12.3.6.tgz. Extracting by manifest.
935 silly tarball no local data for @nodelib/fs.walk@https://registry.npmjs.org/@nodelib/fs.walk/-/fs.walk-1.2.8.tgz. Extracting by manifest.
936 silly tarball no local data for @jridgewell/sourcemap-codec@https://registry.npmjs.org/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.5.5.tgz. Extracting by manifest.
937 silly tarball no local data for @nodelib/fs.scandir@https://registry.npmjs.org/@nodelib/fs.scandir/-/fs.scandir-2.1.5.tgz. Extracting by manifest.
938 silly tarball no local data for @jridgewell/trace-mapping@https://registry.npmjs.org/@jridgewell/trace-mapping/-/trace-mapping-0.3.31.tgz. Extracting by manifest.
939 silly tarball no local data for @jridgewell/resolve-uri@https://registry.npmjs.org/@jridgewell/resolve-uri/-/resolve-uri-3.1.2.tgz. Extracting by manifest.
940 silly tarball no local data for @jridgewell/remapping@https://registry.npmjs.org/@jridgewell/remapping/-/remapping-2.3.5.tgz. Extracting by manifest.
941 silly tarball no local data for @nicolo-ribaudo/chokidar-2@https://registry.npmjs.org/@nicolo-ribaudo/chokidar-2/-/chokidar-2-2.1.8-no-fsevents.3.tgz. Extracting by manifest.
942 silly tarball no local data for @jest/types@https://registry.npmjs.org/@jest/types/-/types-29.6.3.tgz. Extracting by manifest.
943 silly tarball no local data for @jridgewell/gen-mapping@https://registry.npmjs.org/@jridgewell/gen-mapping/-/gen-mapping-0.3.13.tgz. Extracting by manifest.
944 silly tarball no local data for @jridgewell/source-map@https://registry.npmjs.org/@jridgewell/source-map/-/source-map-0.3.11.tgz. Extracting by manifest.
945 silly tarball no local data for @jest/transform@https://registry.npmjs.org/@jest/transform/-/transform-29.7.0.tgz. Extracting by manifest.
946 silly tarball no local data for @jest/source-map@https://registry.npmjs.org/@jest/source-map/-/source-map-29.6.3.tgz. Extracting by manifest.
947 silly tarball no local data for @jest/test-result@https://registry.npmjs.org/@jest/test-result/-/test-result-29.7.0.tgz. Extracting by manifest.
948 silly tarball no local data for @jest/test-sequencer@https://registry.npmjs.org/@jest/test-sequencer/-/test-sequencer-29.7.0.tgz. Extracting by manifest.
949 silly tarball no local data for @jest/reporters@https://registry.npmjs.org/@jest/reporters/-/reporters-29.7.0.tgz. Extracting by manifest.
950 silly tarball no local data for @jest/globals@https://registry.npmjs.org/@jest/globals/-/globals-29.7.0.tgz. Extracting by manifest.
951 silly tarball no local data for @jest/get-type@https://registry.npmjs.org/@jest/get-type/-/get-type-30.1.0.tgz. Extracting by manifest.
952 silly tarball no local data for @jest/schemas@https://registry.npmjs.org/@jest/schemas/-/schemas-29.6.3.tgz. Extracting by manifest.
953 silly tarball no local data for @jest/expect-utils@https://registry.npmjs.org/@jest/expect-utils/-/expect-utils-29.7.0.tgz. Extracting by manifest.
954 silly tarball no local data for @jest/expect@https://registry.npmjs.org/@jest/expect/-/expect-29.7.0.tgz. Extracting by manifest.
955 silly tarball no local data for @jest/environment@https://registry.npmjs.org/@jest/environment/-/environment-29.7.0.tgz. Extracting by manifest.
956 silly tarball no local data for @jest/fake-timers@https://registry.npmjs.org/@jest/fake-timers/-/fake-timers-29.7.0.tgz. Extracting by manifest.
957 silly tarball no local data for @jest/diff-sequences@https://registry.npmjs.org/@jest/diff-sequences/-/diff-sequences-30.3.0.tgz. Extracting by manifest.
958 silly tarball no local data for @istanbuljs/load-nyc-config@https://registry.npmjs.org/@istanbuljs/load-nyc-config/-/load-nyc-config-1.1.0.tgz. Extracting by manifest.
959 silly tarball no local data for @jest/create-cache-key-function@https://registry.npmjs.org/@jest/create-cache-key-function/-/create-cache-key-function-29.7.0.tgz. Extracting by manifest.
960 silly tarball no local data for @istanbuljs/schema@https://registry.npmjs.org/@istanbuljs/schema/-/schema-0.1.3.tgz. Extracting by manifest.
961 silly tarball no local data for @jest/core@https://registry.npmjs.org/@jest/core/-/core-29.7.0.tgz. Extracting by manifest.
962 silly tarball no local data for @jest/console@https://registry.npmjs.org/@jest/console/-/console-29.7.0.tgz. Extracting by manifest.
963 silly tarball no local data for @isaacs/ttlcache@https://registry.npmjs.org/@isaacs/ttlcache/-/ttlcache-1.4.1.tgz. Extracting by manifest.
964 silly tarball no local data for @humanwhocodes/module-importer@https://registry.npmjs.org/@humanwhocodes/module-importer/-/module-importer-1.0.1.tgz. Extracting by manifest.
965 silly tarball no local data for @ide/backoff@https://registry.npmjs.org/@ide/backoff/-/backoff-1.0.0.tgz. Extracting by manifest.
966 silly tarball no local data for @typescript-eslint/project-service@https://registry.npmjs.org/@typescript-eslint/project-service/-/project-service-8.58.1.tgz. Extracting by manifest.
967 silly tarball no local data for @humanwhocodes/retry@https://registry.npmjs.org/@humanwhocodes/retry/-/retry-0.4.3.tgz. Extracting by manifest.
968 silly tarball no local data for @humanfs/node@https://registry.npmjs.org/@humanfs/node/-/node-0.16.7.tgz. Extracting by manifest.
969 silly tarball no local data for @graphql-typed-document-node/core@https://registry.npmjs.org/@graphql-typed-document-node/core/-/core-3.2.0.tgz. Extracting by manifest.
970 silly tarball no local data for @humanfs/core@https://registry.npmjs.org/@humanfs/core/-/core-0.19.1.tgz. Extracting by manifest.
971 silly tarball no local data for @expo/xcpretty@https://registry.npmjs.org/@expo/xcpretty/-/xcpretty-4.4.1.tgz. Extracting by manifest.
972 silly tarball no local data for @hapi/hoek@https://registry.npmjs.org/@hapi/hoek/-/hoek-9.3.0.tgz. Extracting by manifest.
973 silly tarball no local data for @gar/promisify@https://registry.npmjs.org/@gar/promisify/-/promisify-1.1.3.tgz. Extracting by manifest.
974 silly tarball no local data for @expo/sudo-prompt@https://registry.npmjs.org/@expo/sudo-prompt/-/sudo-prompt-9.3.2.tgz. Extracting by manifest.
975 silly tarball no local data for @expo/spawn-async@https://registry.npmjs.org/@expo/spawn-async/-/spawn-async-1.5.0.tgz. Extracting by manifest.
976 silly tarball no local data for @expo/sdk-runtime-versions@https://registry.npmjs.org/@expo/sdk-runtime-versions/-/sdk-runtime-versions-1.0.0.tgz. Extracting by manifest.
977 silly tarball no local data for @types/node@https://registry.npmjs.org/@types/node/-/node-25.5.2.tgz. Extracting by manifest.
978 silly tarball no local data for @expo/rudder-sdk-node@https://registry.npmjs.org/@expo/rudder-sdk-node/-/rudder-sdk-node-1.1.1.tgz. Extracting by manifest.
979 silly tarball no local data for @expo/require-utils@https://registry.npmjs.org/@expo/require-utils/-/require-utils-55.0.3.tgz. Extracting by manifest.
980 silly tarball no local data for @expo/vector-icons@https://registry.npmjs.org/@expo/vector-icons/-/vector-icons-14.1.0.tgz. Extracting by manifest.
981 silly tarball no local data for @expo/prebuild-config@https://registry.npmjs.org/@expo/prebuild-config/-/prebuild-config-6.8.1.tgz. Extracting by manifest.
982 silly tarball no local data for @expo/plist@https://registry.npmjs.org/@expo/plist/-/plist-0.1.3.tgz. Extracting by manifest.
983 silly tarball no local data for @expo/metro-config@https://registry.npmjs.org/@expo/metro-config/-/metro-config-0.17.8.tgz. Extracting by manifest.
984 silly tarball no local data for @expo/osascript@https://registry.npmjs.org/@expo/osascript/-/osascript-2.4.2.tgz. Extracting by manifest.
985 silly tarball no local data for @expo/npm-proofread@https://registry.npmjs.org/@expo/npm-proofread/-/npm-proofread-1.0.1.tgz. Extracting by manifest.
986 silly tarball no local data for @expo/package-manager@https://registry.npmjs.org/@expo/package-manager/-/package-manager-1.10.4.tgz. Extracting by manifest.
987 silly tarball no local data for @expo/image-utils@https://registry.npmjs.org/@expo/image-utils/-/image-utils-0.4.2.tgz. Extracting by manifest.
988 silly tarball no local data for @expo/fingerprint@https://registry.npmjs.org/@expo/fingerprint/-/fingerprint-0.6.1.tgz. Extracting by manifest.
989 silly tarball no local data for @hapi/topo@https://registry.npmjs.org/@hapi/topo/-/topo-5.1.0.tgz. Extracting by manifest.
990 silly tarball no local data for @expo/devcert@https://registry.npmjs.org/@expo/devcert/-/devcert-1.2.1.tgz. Extracting by manifest.
991 silly tarball no local data for @expo/env@https://registry.npmjs.org/@expo/env/-/env-0.2.3.tgz. Extracting by manifest.
992 silly tarball no local data for @expo/config-plugins@https://registry.npmjs.org/@expo/config-plugins/-/config-plugins-7.9.2.tgz. Extracting by manifest.
993 silly tarball no local data for @expo/config-types@https://registry.npmjs.org/@expo/config-types/-/config-types-50.0.1.tgz. Extracting by manifest.
994 silly tarball no local data for @expo/json-file@https://registry.npmjs.org/@expo/json-file/-/json-file-8.3.3.tgz. Extracting by manifest.
995 silly tarball no local data for @expo/cli@https://registry.npmjs.org/@expo/cli/-/cli-0.17.13.tgz. Extracting by manifest.
996 silly tarball no local data for @expo/config@https://registry.npmjs.org/@expo/config/-/config-8.5.6.tgz. Extracting by manifest.
997 silly tarball no local data for @eslint/plugin-kit@https://registry.npmjs.org/@eslint/plugin-kit/-/plugin-kit-0.4.1.tgz. Extracting by manifest.
998 silly tarball no local data for @expo/bunyan@https://registry.npmjs.org/@expo/bunyan/-/bunyan-4.0.1.tgz. Extracting by manifest.
999 silly tarball no local data for @eslint/object-schema@https://registry.npmjs.org/@eslint/object-schema/-/object-schema-2.1.7.tgz. Extracting by manifest.
1000 silly tarball no local data for @eslint/js@https://registry.npmjs.org/@eslint/js/-/js-9.39.4.tgz. Extracting by manifest.
1001 silly tarball no local data for @expo/code-signing-certificates@https://registry.npmjs.org/@expo/code-signing-certificates/-/code-signing-certificates-0.0.5.tgz. Extracting by manifest.
1002 silly tarball no local data for @eslint/core@https://registry.npmjs.org/@eslint/core/-/core-0.17.0.tgz. Extracting by manifest.
1003 silly tarball no local data for @eslint/eslintrc@https://registry.npmjs.org/@eslint/eslintrc/-/eslintrc-3.3.5.tgz. Extracting by manifest.
1004 silly tarball no local data for @eslint/config-helpers@https://registry.npmjs.org/@eslint/config-helpers/-/config-helpers-0.4.2.tgz. Extracting by manifest.
1005 silly tarball no local data for @eslint-community/regexpp@https://registry.npmjs.org/@eslint-community/regexpp/-/regexpp-4.12.2.tgz. Extracting by manifest.
1006 silly tarball no local data for @eslint-community/eslint-utils@https://registry.npmjs.org/@eslint-community/eslint-utils/-/eslint-utils-4.9.1.tgz. Extracting by manifest.
1007 silly tarball no local data for @eslint/config-array@https://registry.npmjs.org/@eslint/config-array/-/config-array-0.21.2.tgz. Extracting by manifest.
1008 silly tarball no local data for @bcoe/v8-coverage@https://registry.npmjs.org/@bcoe/v8-coverage/-/v8-coverage-0.2.3.tgz. Extracting by manifest.
1009 silly tarball no local data for @babel/types@https://registry.npmjs.org/@babel/types/-/types-7.29.0.tgz. Extracting by manifest.
1010 silly tarball no local data for @babel/traverse@https://registry.npmjs.org/@babel/traverse/-/traverse-7.29.0.tgz. Extracting by manifest.
1011 silly tarball no local data for @babel/register@https://registry.npmjs.org/@babel/register/-/register-7.28.6.tgz. Extracting by manifest.
1012 silly tarball no local data for @babel/template@https://registry.npmjs.org/@babel/template/-/template-7.28.6.tgz. Extracting by manifest.
1013 silly tarball no local data for @babel/runtime@https://registry.npmjs.org/@babel/runtime/-/runtime-7.29.2.tgz. Extracting by manifest.
1014 silly tarball no local data for @babel/preset-typescript@https://registry.npmjs.org/@babel/preset-typescript/-/preset-typescript-7.28.5.tgz. Extracting by manifest.
1015 silly tarball no local data for @egjs/hammerjs@https://registry.npmjs.org/@egjs/hammerjs/-/hammerjs-2.0.17.tgz. Extracting by manifest.
1016 silly tarball no local data for @babel/preset-modules@https://registry.npmjs.org/@babel/preset-modules/-/preset-modules-0.1.6-no-external-plugins.tgz. Extracting by manifest.
1017 silly tarball no local data for @babel/preset-flow@https://registry.npmjs.org/@babel/preset-flow/-/preset-flow-7.27.1.tgz. Extracting by manifest.
1018 silly tarball no local data for @babel/preset-env@https://registry.npmjs.org/@babel/preset-env/-/preset-env-7.29.2.tgz. Extracting by manifest.
1019 silly tarball no local data for @babel/preset-react@https://registry.npmjs.org/@babel/preset-react/-/preset-react-7.28.5.tgz. Extracting by manifest.
1020 silly tarball no local data for @babel/plugin-transform-unicode-sets-regex@https://registry.npmjs.org/@babel/plugin-transform-unicode-sets-regex/-/plugin-transform-unicode-sets-regex-7.28.6.tgz. Extracting by manifest.
1021 silly tarball no local data for @babel/plugin-transform-unicode-regex@https://registry.npmjs.org/@babel/plugin-transform-unicode-regex/-/plugin-transform-unicode-regex-7.27.1.tgz. Extracting by manifest.
1022 silly tarball no local data for @babel/plugin-transform-typeof-symbol@https://registry.npmjs.org/@babel/plugin-transform-typeof-symbol/-/plugin-transform-typeof-symbol-7.27.1.tgz. Extracting by manifest.
1023 silly tarball no local data for @babel/plugin-transform-unicode-property-regex@https://registry.npmjs.org/@babel/plugin-transform-unicode-property-regex/-/plugin-transform-unicode-property-regex-7.28.6.tgz. Extracting by manifest.
1024 silly tarball no local data for @babel/plugin-transform-template-literals@https://registry.npmjs.org/@babel/plugin-transform-template-literals/-/plugin-transform-template-literals-7.27.1.tgz. Extracting by manifest.
1025 silly tarball no local data for @babel/plugin-transform-unicode-escapes@https://registry.npmjs.org/@babel/plugin-transform-unicode-escapes/-/plugin-transform-unicode-escapes-7.27.1.tgz. Extracting by manifest.
1026 silly tarball no local data for @babel/plugin-transform-typescript@https://registry.npmjs.org/@babel/plugin-transform-typescript/-/plugin-transform-typescript-7.28.6.tgz. Extracting by manifest.
1027 silly tarball no local data for @babel/plugin-transform-spread@https://registry.npmjs.org/@babel/plugin-transform-spread/-/plugin-transform-spread-7.28.6.tgz. Extracting by manifest.
1028 silly tarball no local data for @babel/plugin-transform-sticky-regex@https://registry.npmjs.org/@babel/plugin-transform-sticky-regex/-/plugin-transform-sticky-regex-7.27.1.tgz. Extracting by manifest.
1029 silly tarball no local data for @babel/plugin-transform-shorthand-properties@https://registry.npmjs.org/@babel/plugin-transform-shorthand-properties/-/plugin-transform-shorthand-properties-7.27.1.tgz. Extracting by manifest.
1030 silly tarball no local data for @babel/plugin-transform-reserved-words@https://registry.npmjs.org/@babel/plugin-transform-reserved-words/-/plugin-transform-reserved-words-7.27.1.tgz. Extracting by manifest.
1031 silly tarball no local data for @babel/plugin-transform-regexp-modifiers@https://registry.npmjs.org/@babel/plugin-transform-regexp-modifiers/-/plugin-transform-regexp-modifiers-7.28.6.tgz. Extracting by manifest.
1032 silly tarball no local data for @babel/plugin-transform-runtime@https://registry.npmjs.org/@babel/plugin-transform-runtime/-/plugin-transform-runtime-7.29.0.tgz. Extracting by manifest.
1033 silly tarball no local data for @babel/plugin-transform-react-jsx-source@https://registry.npmjs.org/@babel/plugin-transform-react-jsx-source/-/plugin-transform-react-jsx-source-7.27.1.tgz. Extracting by manifest.
1034 silly tarball no local data for @babel/plugin-transform-regenerator@https://registry.npmjs.org/@babel/plugin-transform-regenerator/-/plugin-transform-regenerator-7.29.0.tgz. Extracting by manifest.
1035 silly tarball no local data for @babel/plugin-transform-react-jsx-development@https://registry.npmjs.org/@babel/plugin-transform-react-jsx-development/-/plugin-transform-react-jsx-development-7.27.1.tgz. Extracting by manifest.
1036 silly tarball no local data for @babel/plugin-transform-react-jsx@https://registry.npmjs.org/@babel/plugin-transform-react-jsx/-/plugin-transform-react-jsx-7.28.6.tgz. Extracting by manifest.
1037 silly tarball no local data for @babel/plugin-transform-react-display-name@https://registry.npmjs.org/@babel/plugin-transform-react-display-name/-/plugin-transform-react-display-name-7.28.0.tgz. Extracting by manifest.
1038 silly tarball no local data for @babel/plugin-transform-react-jsx-self@https://registry.npmjs.org/@babel/plugin-transform-react-jsx-self/-/plugin-transform-react-jsx-self-7.27.1.tgz. Extracting by manifest.
1039 silly tarball no local data for @babel/plugin-transform-property-literals@https://registry.npmjs.org/@babel/plugin-transform-property-literals/-/plugin-transform-property-literals-7.27.1.tgz. Extracting by manifest.
1040 silly tarball no local data for @babel/plugin-transform-private-property-in-object@https://registry.npmjs.org/@babel/plugin-transform-private-property-in-object/-/plugin-transform-private-property-in-object-7.28.6.tgz. Extracting by manifest.
1041 silly tarball no local data for @babel/plugin-transform-parameters@https://registry.npmjs.org/@babel/plugin-transform-parameters/-/plugin-transform-parameters-7.27.7.tgz. Extracting by manifest.
1042 silly tarball no local data for @babel/plugin-transform-react-pure-annotations@https://registry.npmjs.org/@babel/plugin-transform-react-pure-annotations/-/plugin-transform-react-pure-annotations-7.27.1.tgz. Extracting by manifest.
1043 silly tarball no local data for @babel/plugin-transform-private-methods@https://registry.npmjs.org/@babel/plugin-transform-private-methods/-/plugin-transform-private-methods-7.28.6.tgz. Extracting by manifest.
1044 silly tarball no local data for @babel/plugin-transform-optional-chaining@https://registry.npmjs.org/@babel/plugin-transform-optional-chaining/-/plugin-transform-optional-chaining-7.28.6.tgz. Extracting by manifest.
1045 silly tarball no local data for @babel/plugin-transform-optional-catch-binding@https://registry.npmjs.org/@babel/plugin-transform-optional-catch-binding/-/plugin-transform-optional-catch-binding-7.28.6.tgz. Extracting by manifest.
1046 silly tarball no local data for @babel/plugin-transform-object-super@https://registry.npmjs.org/@babel/plugin-transform-object-super/-/plugin-transform-object-super-7.27.1.tgz. Extracting by manifest.
1047 silly tarball no local data for @babel/plugin-transform-object-rest-spread@https://registry.npmjs.org/@babel/plugin-transform-object-rest-spread/-/plugin-transform-object-rest-spread-7.28.6.tgz. Extracting by manifest.
1048 silly tarball no local data for @babel/plugin-transform-new-target@https://registry.npmjs.org/@babel/plugin-transform-new-target/-/plugin-transform-new-target-7.27.1.tgz. Extracting by manifest.
1049 silly tarball no local data for @babel/plugin-transform-numeric-separator@https://registry.npmjs.org/@babel/plugin-transform-numeric-separator/-/plugin-transform-numeric-separator-7.28.6.tgz. Extracting by manifest.
1050 silly tarball no local data for @babel/plugin-transform-nullish-coalescing-operator@https://registry.npmjs.org/@babel/plugin-transform-nullish-coalescing-operator/-/plugin-transform-nullish-coalescing-operator-7.28.6.tgz. Extracting by manifest.
1051 silly tarball no local data for @babel/plugin-transform-modules-umd@https://registry.npmjs.org/@babel/plugin-transform-modules-umd/-/plugin-transform-modules-umd-7.27.1.tgz. Extracting by manifest.
1052 silly tarball no local data for @babel/plugin-transform-modules-commonjs@https://registry.npmjs.org/@babel/plugin-transform-modules-commonjs/-/plugin-transform-modules-commonjs-7.28.6.tgz. Extracting by manifest.
1053 silly tarball no local data for @babel/plugin-transform-modules-systemjs@https://registry.npmjs.org/@babel/plugin-transform-modules-systemjs/-/plugin-transform-modules-systemjs-7.29.0.tgz. Extracting by manifest.
1054 silly tarball no local data for @babel/plugin-transform-logical-assignment-operators@https://registry.npmjs.org/@babel/plugin-transform-logical-assignment-operators/-/plugin-transform-logical-assignment-operators-7.28.6.tgz. Extracting by manifest.
1055 silly tarball no local data for @babel/plugin-transform-named-capturing-groups-regex@https://registry.npmjs.org/@babel/plugin-transform-named-capturing-groups-regex/-/plugin-transform-named-capturing-groups-regex-7.29.0.tgz. Extracting by manifest.
1056 silly tarball no local data for @babel/plugin-transform-member-expression-literals@https://registry.npmjs.org/@babel/plugin-transform-member-expression-literals/-/plugin-transform-member-expression-literals-7.27.1.tgz. Extracting by manifest.
1057 silly tarball no local data for @babel/plugin-transform-modules-amd@https://registry.npmjs.org/@babel/plugin-transform-modules-amd/-/plugin-transform-modules-amd-7.27.1.tgz. Extracting by manifest.
1058 silly tarball no local data for @babel/plugin-transform-literals@https://registry.npmjs.org/@babel/plugin-transform-literals/-/plugin-transform-literals-7.27.1.tgz. Extracting by manifest.
1059 silly tarball no local data for @babel/plugin-transform-function-name@https://registry.npmjs.org/@babel/plugin-transform-function-name/-/plugin-transform-function-name-7.27.1.tgz. Extracting by manifest.
1060 silly tarball no local data for @babel/plugin-transform-json-strings@https://registry.npmjs.org/@babel/plugin-transform-json-strings/-/plugin-transform-json-strings-7.28.6.tgz. Extracting by manifest.
1061 silly tarball no local data for @babel/plugin-transform-export-namespace-from@https://registry.npmjs.org/@babel/plugin-transform-export-namespace-from/-/plugin-transform-export-namespace-from-7.27.1.tgz. Extracting by manifest.
1062 silly tarball no local data for @babel/plugin-transform-flow-strip-types@https://registry.npmjs.org/@babel/plugin-transform-flow-strip-types/-/plugin-transform-flow-strip-types-7.27.1.tgz. Extracting by manifest.
